qid,method,retrieved_doc_ids,relevant_doc_ids,hit,reciprocal_rank,recall_at_k,ndcg_at_k,context_precision,faithfulness,latency_ms,latency_breakdown
q24,dense,"['http-status-codes', 'rest-http-methods', 'http-caching', 'fastapi-basics']","['http-status-codes', 'rest-http-methods']",True,1.0,"{1: 0.5, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.5,1.0,9.606,"{'dense': 9.606, 'total_ms': 9.606}"
q25,dense,"['http-status-codes', 'rest-http-methods', 'fastapi-security', 'http-caching']",['http-status-codes'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.25,1.0,10.203,"{'dense': 10.203, 'total_ms': 10.203}"
q26,dense,"['sql-indexes', 'vector-databases', 'reranking-crossencoder', 'bm25-explained', 'embeddings-similarity']",['sql-indexes'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,8.526,"{'dense': 8.526, 'total_ms': 8.526}"
q27,dense,"['sql-joins', 'pandas-merge-join', 'http-status-codes', 'sql-transactions', 'reranking-crossencoder', 'git-branching', 'http-caching']",['sql-joins'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,31.138,"{'dense': 31.138, 'total_ms': 31.138}"
q28,dense,"['rag-overview', 'embeddings-similarity', 'bm25-explained', 'reranking-crossencoder', 'rest-http-methods', 'vector-databases']",['rag-overview'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,9.512,"{'dense': 9.512, 'total_ms': 9.512}"
q29,dense,"['embeddings-similarity', 'vector-databases', 'pytest-assertions', 'numpy-broadcasting', 'rest-http-methods', 'sql-joins', 'bm25-explained', 'reranking-crossencoder']",['embeddings-similarity'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,10.115,"{'dense': 10.115, 'total_ms': 10.115}"
q30,dense,"['bm25-explained', 'rag-overview', 'reranking-crossencoder', 'embeddings-similarity', 'vector-databases']","['bm25-explained', 'reranking-crossencoder']",True,1.0,"{1: 0.5, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 0.9197207891481876, 5: 0.9197207891481876, 10: 0.9197207891481876}",0.4,1.0,9.991,"{'dense': 9.991, 'total_ms': 9.991}"
q31,dense,"['reranking-crossencoder', 'embeddings-similarity', 'rag-overview', 'bm25-explained', 'vector-databases']",['reranking-crossencoder'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,9.782,"{'dense': 9.782, 'total_ms': 9.782}"
q32,dense,"['reranking-crossencoder', 'sql-indexes', 'sql-joins', 'bm25-explained', 'pandas-merge-join', 'vector-databases']",['reranking-crossencoder'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,9.697,"{'dense': 9.697, 'total_ms': 9.697}"
q33,dense,"['bm25-explained', 'rest-http-methods', 'http-caching', 'reranking-crossencoder', 'http-status-codes', 'rag-overview']",['bm25-explained'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,9.798,"{'dense': 9.798, 'total_ms': 9.798}"
q34,dense,"['numpy-views-copies', 'numpy-dtypes', 'numpy-broadcasting', 'pandas-missing-data']",['numpy-views-copies'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.25,1.0,30.18,"{'dense': 30.18, 'total_ms': 30.18}"
q35,dense,"['git-stash', 'git-reset-revert', 'dockerfile-best-practices', 'git-branching', 'git-remotes', 'fastapi-async']",['git-stash'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,8.799,"{'dense': 8.799, 'total_ms': 8.799}"
q36,dense,"['git-remotes', 'git-stash', 'git-reset-revert', 'git-branching', 'git-tags']",['git-remotes'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,10.029,"{'dense': 10.029, 'total_ms': 10.029}"
q37,dense,"['docker-volumes', 'git-stash', 'docker-images-containers', 'pandas-missing-data', 'docker-compose', 'sql-indexes']",['docker-volumes'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,10.033,"{'dense': 10.033, 'total_ms': 10.033}"
q38,dense,"['docker-volumes', 'docker-compose', 'docker-images-containers', 'dockerfile-best-practices']",['docker-volumes'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.25,1.0,9.33,"{'dense': 9.33, 'total_ms': 9.33}"
q39,dense,"['http-caching', 'rest-http-methods', 'http-status-codes', 'git-remotes', 'git-stash', 'docker-volumes']",['http-caching'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,8.767,"{'dense': 8.767, 'total_ms': 8.767}"
q40,dense,"['fastapi-security', 'fastapi-basics', 'fastapi-async', 'http-status-codes']",['fastapi-security'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.25,1.0,8.66,"{'dense': 8.66, 'total_ms': 8.66}"
q41,dense,"['pandas-groupby', 'pandas-missing-data', 'pandas-merge-join', 'numpy-dtypes']",['pandas-groupby'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.25,1.0,8.767,"{'dense': 8.767, 'total_ms': 8.767}"
q42,dense,"['numpy-dtypes', 'numpy-views-copies', 'numpy-broadcasting', 'pytest-assertions']",['numpy-dtypes'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.25,1.0,9.272,"{'dense': 9.272, 'total_ms': 9.272}"
q43,dense,"['pytest-mocking', 'pytest-fixtures', 'python-venv', 'docker-volumes', 'pytest-assertions']",['pytest-mocking'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,8.689,"{'dense': 8.689, 'total_ms': 8.689}"
q44,dense,"['sql-transactions', 'rest-http-methods', 'docker-volumes', 'pytest-assertions', 'numpy-views-copies', 'vector-databases', 'git-reset-revert']",['sql-transactions'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,9.316,"{'dense': 9.316, 'total_ms': 9.316}"
q45,dense,"['git-tags', 'git-branching', 'git-reset-revert', 'git-remotes', 'docker-images-containers']",['git-tags'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,8.763,"{'dense': 8.763, 'total_ms': 8.763}"
q46,dense,"['git-tags', 'git-remotes', 'git-branching', 'git-stash', 'docker-volumes']",['git-tags'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,9.756,"{'dense': 9.756, 'total_ms': 9.756}"
q47,dense,"['fastapi-security', 'bm25-explained', 'sql-indexes', 'embeddings-similarity', 'sql-transactions', 'vector-databases']",['fastapi-security'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,9.456,"{'dense': 9.456, 'total_ms': 9.456}"
q48,dense,"['vector-databases', 'embeddings-similarity', 'sql-indexes', 'reranking-crossencoder']","['vector-databases', 'embeddings-similarity']",True,1.0,"{1: 0.5, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.5,1.0,9.383,"{'dense': 9.383, 'total_ms': 9.383}"
q49,dense,"['git-remotes', 'git-branching', 'git-tags', 'git-reset-revert']",['git-remotes'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.25,1.0,8.602,"{'dense': 8.602, 'total_ms': 8.602}"
q50,dense,"['sql-transactions', 'http-status-codes', 'fastapi-security', 'http-caching', 'sql-indexes', 'fastapi-async']",['sql-transactions'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,8.322,"{'dense': 8.322, 'total_ms': 8.322}"
q01,hybrid,"['git-branching', 'git-remotes', 'git-tags', 'git-stash', 'python-venv', 'pytest-fixtures', 'git-reset-revert']",['git-branching'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,9.599,"{'bm25': 0.28, 'dense': 9.24, 'fusion': 0.08, 'total_ms': 9.599}"
q02,hybrid,"['git-branching', 'git-remotes', 'git-tags', 'git-reset-revert', 'git-stash']",['git-branching'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,9.875,"{'bm25': 0.15, 'dense': 9.643, 'fusion': 0.082, 'total_ms': 9.875}"
q03,hybrid,"['git-branching', 'git-remotes', 'git-reset-revert', 'git-tags', 'sql-indexes', 'git-stash']",['git-branching'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,10.278,"{'bm25': 0.203, 'dense': 9.99, 'fusion': 0.085, 'total_ms': 10.278}"
q04,hybrid,"['git-reset-revert', 'git-branching', 'git-remotes', 'git-stash']",['git-reset-revert'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.25,1.0,9.599,"{'bm25': 0.224, 'dense': 9.293, 'fusion': 0.082, 'total_ms': 9.599}"
q05,hybrid,"['git-reset-revert', 'git-branching', 'sql-transactions', 'git-remotes', 'pytest-mocking', 'git-tags', 'rest-http-methods', 'numpy-views-copies']",['git-reset-revert'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,10.472,"{'bm25': 0.226, 'dense': 10.145, 'fusion': 0.102, 'total_ms': 10.472}"
q06,hybrid,"['git-stash', 'git-branching', 'git-remotes', 'git-reset-revert', 'git-tags']",['git-stash'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,9.301,"{'bm25': 0.257, 'dense': 8.961, 'fusion': 0.083, 'total_ms': 9.301}"
q07,hybrid,"['git-stash', 'sql-transactions', 'git-branching', 'dockerfile-best-practices', 'docker-volumes', 'pandas-missing-data']",['git-stash'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,9.761,"{'bm25': 0.134, 'dense': 9.539, 'fusion': 0.088, 'total_ms': 9.761}"
q08,hybrid,"['docker-images-containers', 'docker-volumes', 'docker-compose', 'dockerfile-best-practices', 'sql-joins']",['docker-images-containers'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,11.233,"{'bm25': 0.226, 'dense': 10.916, 'fusion': 0.091, 'total_ms': 11.233}"
q09,hybrid,"['dockerfile-best-practices', 'python-venv', 'docker-images-containers', 'git-branching', 'fastapi-async', 'docker-volumes', 'git-remotes', 'numpy-views-copies', 'git-stash', 'pytest-assertions']",['dockerfile-best-practices'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,9.052,"{'bm25': 0.281, 'dense': 8.688, 'fusion': 0.083, 'total_ms': 9.052}"
q10,hybrid,"['docker-compose', 'docker-images-containers', 'docker-volumes', 'python-venv']",['docker-compose'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.25,1.0,10.03,"{'bm25': 0.186, 'dense': 9.751, 'fusion': 0.093, 'total_ms': 10.03}"
q11,hybrid,"['fastapi-basics', 'fastapi-security', 'fastapi-async', 'bm25-explained', 'docker-volumes']",['fastapi-basics'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,10.191,"{'bm25': 0.173, 'dense': 9.936, 'fusion': 0.083, 'total_ms': 10.191}"
q12,hybrid,"['fastapi-basics', 'http-status-codes', 'fastapi-security', 'fastapi-async']",['fastapi-basics'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.25,1.0,11.156,"{'bm25': 0.196, 'dense': 10.876, 'fusion': 0.083, 'total_ms': 11.156}"
q13,hybrid,"['fastapi-async', 'fastapi-basics', 'fastapi-security', 'dockerfile-best-practices']",['fastapi-async'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.25,1.0,9.192,"{'bm25': 0.217, 'dense': 8.894, 'fusion': 0.081, 'total_ms': 9.192}"
q14,hybrid,"['fastapi-async', 'fastapi-security', 'fastapi-basics', 'numpy-dtypes']",['fastapi-async'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.25,1.0,9.974,"{'bm25': 0.135, 'dense': 9.757, 'fusion': 0.082, 'total_ms': 9.974}"
q15,hybrid,"['numpy-broadcasting', 'numpy-dtypes', 'numpy-views-copies', 'pip-vs-conda']",['numpy-broadcasting'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.25,1.0,9.658,"{'bm25': 0.158, 'dense': 9.412, 'fusion': 0.088, 'total_ms': 9.658}"
q16,hybrid,"['numpy-views-copies', 'numpy-broadcasting', 'numpy-dtypes', 'reranking-crossencoder']",['numpy-views-copies'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.25,1.0,9.077,"{'bm25': 0.224, 'dense': 8.77, 'fusion': 0.084, 'total_ms': 9.077}"
q17,hybrid,"['pandas-merge-join', 'pandas-missing-data', 'pandas-groupby', 'git-branching', 'sql-joins']",['pandas-merge-join'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,10.64,"{'bm25': 0.193, 'dense': 10.356, 'fusion': 0.092, 'total_ms': 10.64}"
q18,hybrid,"['pandas-missing-data', 'pandas-groupby', 'pandas-merge-join', 'numpy-broadcasting']",['pandas-missing-data'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.25,1.0,8.723,"{'bm25': 0.253, 'dense': 8.385, 'fusion': 0.084, 'total_ms': 8.723}"
q19,hybrid,"['python-venv', 'pip-vs-conda', 'pytest-mocking', 'docker-compose', 'numpy-dtypes', 'fastapi-basics', 'pytest-assertions']",['python-venv'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,8.762,"{'bm25': 0.241, 'dense': 8.429, 'fusion': 0.092, 'total_ms': 8.762}"
q20,hybrid,"['pip-vs-conda', 'python-venv', 'fastapi-async', 'sql-indexes', 'numpy-views-copies', 'dockerfile-best-practices', 'pandas-merge-join', 'bm25-explained']",['pip-vs-conda'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,10.272,"{'bm25': 0.158, 'dense': 10.021, 'fusion': 0.094, 'total_ms': 10.272}"
q21,hybrid,"['pytest-fixtures', 'pytest-mocking', 'pytest-assertions', 'fastapi-security']",['pytest-fixtures'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.25,1.0,10.47,"{'bm25': 0.256, 'dense': 10.117, 'fusion': 0.098, 'total_ms': 10.47}"
q22,hybrid,"['pytest-assertions', 'pytest-mocking', 'pytest-fixtures', 'fastapi-async', 'numpy-broadcasting']",['pytest-assertions'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,9.752,"{'bm25': 0.259, 'dense': 9.405, 'fusion': 0.088, 'total_ms': 9.752}"
q23,hybrid,"['rest-http-methods', 'http-caching', 'fastapi-basics', 'http-status-codes']",['rest-http-methods'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.25,1.0,9.845,"{'bm25': 0.125, 'dense': 9.625, 'fusion': 0.094, 'total_ms': 9.845}"
q24,hybrid,"['http-status-codes', 'rest-http-methods', 'http-caching', 'bm25-explained']","['http-status-codes', 'rest-http-methods']",True,1.0,"{1: 0.5, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.5,1.0,10.309,"{'bm25': 0.162, 'dense': 10.054, 'fusion': 0.093, 'total_ms': 10.309}"
q25,hybrid,"['http-status-codes', 'fastapi-security', 'rest-http-methods', 'http-caching', 'numpy-dtypes', 'bm25-explained', 'git-remotes']",['http-status-codes'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,10.204,"{'bm25': 0.21, 'dense': 9.895, 'fusion': 0.099, 'total_ms': 10.204}"
q26,hybrid,"['sql-indexes', 'vector-databases', 'docker-compose', 'embeddings-similarity', 'sql-transactions', 'sql-joins']",['sql-indexes'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,9.202,"{'bm25': 0.216, 'dense': 8.9, 'fusion': 0.086, 'total_ms': 9.202}"
q27,hybrid,"['sql-joins', 'pandas-merge-join', 'http-status-codes', 'fastapi-security', 'sql-indexes', 'git-branching', 'rest-http-methods']",['sql-joins'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,10.551,"{'bm25': 0.138, 'dense': 10.32, 'fusion': 0.093, 'total_ms': 10.551}"
q28,hybrid,"['rag-overview', 'bm25-explained', 'embeddings-similarity', 'rest-http-methods', 'vector-databases', 'http-status-codes']",['rag-overview'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,10.32,"{'bm25': 0.202, 'dense': 10.02, 'fusion': 0.098, 'total_ms': 10.32}"
q29,hybrid,"['embeddings-similarity', 'sql-joins', 'numpy-dtypes', 'http-status-codes', 'reranking-crossencoder', 'rest-http-methods', 'fastapi-security']",['embeddings-similarity'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,10.855,"{'bm25': 0.269, 'dense': 10.502, 'fusion': 0.084, 'total_ms': 10.855}"
q30,hybrid,"['bm25-explained', 'reranking-crossencoder', 'embeddings-similarity', 'rag-overview', 'vector-databases']","['bm25-explained', 'reranking-crossencoder']",True,1.0,"{1: 0.5, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.4,1.0,10.143,"{'bm25': 0.18, 'dense': 9.875, 'fusion': 0.089, 'total_ms': 10.143}"
q31,hybrid,"['reranking-crossencoder', 'embeddings-similarity', 'vector-databases', 'bm25-explained', 'fastapi-security', 'rag-overview', 'numpy-views-copies', 'sql-joins']",['reranking-crossencoder'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,9.334,"{'bm25': 0.226, 'dense': 9.02, 'fusion': 0.088, 'total_ms': 9.334}"
q32,hybrid,"['reranking-crossencoder', 'pandas-merge-join', 'pandas-groupby', 'bm25-explained', 'docker-compose', 'dockerfile-best-practices']",['reranking-crossencoder'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,9.99,"{'bm25': 0.164, 'dense': 9.743, 'fusion': 0.082, 'total_ms': 9.99}"
q33,hybrid,"['bm25-explained', 'reranking-crossencoder', 'http-status-codes', 'numpy-dtypes', 'rag-overview']",['bm25-explained'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,10.571,"{'bm25': 0.122, 'dense': 10.361, 'fusion': 0.088, 'total_ms': 10.571}"
q34,hybrid,"['numpy-views-copies', 'numpy-dtypes', 'numpy-broadcasting', 'python-venv']",['numpy-views-copies'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.25,1.0,9.284,"{'bm25': 0.284, 'dense': 8.919, 'fusion': 0.081, 'total_ms': 9.284}"
q35,hybrid,"['git-stash', 'git-remotes', 'git-reset-revert', 'fastapi-async', 'sql-transactions', 'rest-http-methods']",['git-stash'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,9.213,"{'bm25': 0.197, 'dense': 8.926, 'fusion': 0.09, 'total_ms': 9.213}"
q36,hybrid,"['git-remotes', 'git-branching', 'git-reset-revert', 'docker-volumes', 'python-venv', 'sql-transactions']",['git-remotes'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,10.488,"{'bm25': 0.224, 'dense': 10.177, 'fusion': 0.087, 'total_ms': 10.488}"
q37,hybrid,"['docker-volumes', 'docker-images-containers', 'git-stash', 'sql-transactions', 'rest-http-methods', 'pandas-missing-data']",['docker-volumes'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,11.31,"{'bm25': 0.236, 'dense': 10.993, 'fusion': 0.082, 'total_ms': 11.31}"
q38,hybrid,"['docker-volumes', 'docker-images-containers', 'docker-compose', 'git-remotes', 'numpy-dtypes']",['docker-volumes'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,9.246,"{'bm25': 0.262, 'dense': 8.899, 'fusion': 0.085, 'total_ms': 9.246}"
q39,hybrid,"['http-caching', 'rest-http-methods', 'git-reset-revert', 'http-status-codes', 'numpy-views-copies', 'docker-volumes']",['http-caching'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,9.21,"{'bm25': 0.26, 'dense': 8.868, 'fusion': 0.082, 'total_ms': 9.21}"
q40,hybrid,"['fastapi-security', 'fastapi-async', 'fastapi-basics', 'pytest-fixtures', 'http-caching', 'docker-volumes']",['fastapi-security'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,8.991,"{'bm25': 0.228, 'dense': 8.674, 'fusion': 0.088, 'total_ms': 8.991}"
q41,hybrid,"['pandas-groupby', 'pandas-missing-data', 'python-venv', 'docker-compose', 'pytest-fixtures', 'http-status-codes', 'sql-indexes']",['pandas-groupby'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,9.76,"{'bm25': 0.297, 'dense': 9.377, 'fusion': 0.086, 'total_ms': 9.76}"
q42,hybrid,"['numpy-dtypes', 'numpy-broadcasting', 'numpy-views-copies', 'pytest-mocking']",['numpy-dtypes'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.25,1.0,9.191,"{'bm25': 0.251, 'dense': 8.857, 'fusion': 0.083, 'total_ms': 9.191}"
q43,hybrid,"['pytest-mocking', 'pytest-fixtures', 'python-venv', 'fastapi-async', 'http-caching', 'sql-transactions']",['pytest-mocking'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,9.189,"{'bm25': 0.278, 'dense': 8.817, 'fusion': 0.093, 'total_ms': 9.189}"
q44,hybrid,"['sql-transactions', 'numpy-views-copies', 'pandas-missing-data', 'numpy-dtypes', 'sql-joins', 'rest-http-methods', 'git-reset-revert', 'pytest-assertions']",['sql-transactions'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,9.488,"{'bm25': 0.302, 'dense': 9.1, 'fusion': 0.086, 'total_ms': 9.488}"
q45,hybrid,"['git-tags', 'git-branching', 'docker-images-containers', 'git-remotes', 'http-caching', 'git-reset-revert']",['git-tags'],True,1.0,"{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}","{1: 1.0, 3: 1.0, 5: 1.0, 10: 1.0}",0.2,1.0,10.012,"{'bm25': 0.274, 'dense': 9.652, 'fusion': 0.086, 'total_ms': 10.012}"
